position,track_name,artist,streams,top_week,top_year,top_month,top_first_day,valence,release_year
3,I Fall Apart,Post Malone,6673907,1,2017,12,29,0.291,2016
25,Congratulations,Post Malone,4116779,1,2017,12,29,0.492,2016
36,goosebumps,Travis Scott,3323557,1,2017,12,29,0.442,2016
66,Go Flex,Post Malone,2263112,1,2017,12,29,0.127,2016
70,Redbone,Childish Gambino,2132516,1,2017,12,29,0.572,2016
81,White Iverson,Post Malone,1998000,1,2017,12,29,0.309,2016
83,Mi Gente,J Balvin,1979480,1,2017,12,29,0.469,2020
84,Closer,The Chainsmokers,1937933,1,2017,12,29,0.661,2016
89,That's What I Like,Bruno Mars,1888517,1,2017,12,29,0.86,2016
97,Say You Won't Let Go,James Arthur,1805636,1,2017,12,29,0.494,2016
98,What Ifs,Kane Brown,1798785,1,2017,12,29,0.687,2016
105,One Dance,Drake,1766161,1,2017,12,29,0.37,2016
135,No Role Modelz,J. Cole,1551632,1,2017,12,29,0.463,2014
138,Starboy,The Weeknd,1537914,1,2017,12,29,0.486,2016
162,No Option,Post Malone,1368644,1,2017,12,29,0.494,2016
167,PRBLMS,6LACK,1327614,1,2017,12,29,0.139,2016
168,Don't,Bryson Tiller,1318533,1,2017,12,29,0.189,2015
173,Exchange,Bryson Tiller,1298390,1,2017,12,29,0.276,2015
174,Money Longer,Lil Uzi Vert,1297934,1,2017,12,29,0.478,2016
178,No Problem,Chance the Rapper,1264882,1,2017,12,29,0.788,2016
179,Mayores,Becky G,1264291,1,2017,12,29,0.874,2019
181,Die For You,The Weeknd,1258634,1,2017,12,29,0.51,2016
184,Heartache On The Dance Floor,Jon Pardi,1252239,1,2017,12,29,0.618,2016
185,Swang,Rae Sremmurd,1247887,1,2017,12,29,0.166,2016
191,pick up the phone,Young Thug,1224640,1,2017,12,29,0.459,2016
200,Ex Calling,6LACK,1196048,1,2017,12,29,0.0588,2016
5,I Fall Apart,Post Malone,6971450,2,2018,01,05,0.291,2016
30,Congratulations,Post Malone,4113995,2,2018,01,05,0.492,2016
42,goosebumps,Travis Scott,3327102,2,2018,01,05,0.442,2016
69,Go Flex,Post Malone,2341546,2,2018,01,05,0.127,2016
91,White Iverson,Post Malone,2016953,2,2018,01,05,0.309,2016
101,That's What I Like,Bruno Mars,1904034,2,2018,01,05,0.86,2016
105,Say You Won't Let Go,James Arthur,1850900,2,2018,01,05,0.494,2016
108,What Ifs,Kane Brown,1813165,2,2018,01,05,0.687,2016
115,Mi Gente,J Balvin,1780184,2,2018,01,05,0.469,2020
137,No Role Modelz,J. Cole,1592429,2,2018,01,05,0.463,2014
146,Closer,The Chainsmokers,1522209,2,2018,01,05,0.661,2016
155,Starboy,The Weeknd,1448094,2,2018,01,05,0.486,2016
159,PRBLMS,6LACK,1431986,2,2018,01,05,0.139,2016
164,Die For You,The Weeknd,1410265,2,2018,01,05,0.51,2016
165,Don't,Bryson Tiller,1405568,2,2018,01,05,0.189,2015
172,Broccoli,Shelley FKA DRAM,1357126,2,2018,01,05,0.708,2016
176,Money Longer,Lil Uzi Vert,1343948,2,2018,01,05,0.478,2016
177,Exchange,Bryson Tiller,1343059,2,2018,01,05,0.276,2015
181,One Dance,Drake,1334327,2,2018,01,05,0.37,2016
185,X,21 Savage,1317977,2,2018,01,05,0.111,2016
187,Heartache On The Dance Floor,Jon Pardi,1308623,2,2018,01,05,0.618,2016
191,Mayores,Becky G,1300513,2,2018,01,05,0.874,2019
198,pick up the phone,Young Thug,1270760,2,2018,01,05,0.459,2016
6,I Fall Apart,Post Malone,6657315,3,2018,01,12,0.291,2016
32,Congratulations,Post Malone,4058217,3,2018,01,12,0.492,2016
48,goosebumps,Travis Scott,3185587,3,2018,01,12,0.442,2016
74,Go Flex,Post Malone,2293803,3,2018,01,12,0.127,2016
86,Redbone,Childish Gambino,2056061,3,2018,01,12,0.572,2016
91,White Iverson,Post Malone,1982923,3,2018,01,12,0.309,2016
107,Say You Won't Let Go,James Arthur,1812221,3,2018,01,12,0.494,2016
110,What Ifs,Kane Brown,1803188,3,2018,01,12,0.687,2016
116,That's What I Like,Bruno Mars,1775223,3,2018,01,12,0.86,2016
128,Mi Gente,J Balvin,1691375,3,2018,01,12,0.469,2020
141,No Role Modelz,J. Cole,1593263,3,2018,01,12,0.463,2014
152,Closer,The Chainsmokers,1505749,3,2018,01,12,0.661,2016
160,Die For You,The Weeknd,1455811,3,2018,01,12,0.51,2016
164,Don't,Bryson Tiller,1436247,3,2018,01,12,0.189,2015
166,Starboy,The Weeknd,1432159,3,2018,01,12,0.486,2016
173,PRBLMS,6LACK,1406540,3,2018,01,12,0.139,2016
177,X,21 Savage,1389072,3,2018,01,12,0.111,2016
180,No Option,Post Malone,1380908,3,2018,01,12,0.494,2016
183,Exchange,Bryson Tiller,1372209,3,2018,01,12,0.276,2015
186,Money Longer,Lil Uzi Vert,1367482,3,2018,01,12,0.478,2016
194,One Dance,Drake,1332772,3,2018,01,12,0.37,2016
6,I Fall Apart,Post Malone,6557861,4,2018,01,19,0.291,2016
29,Congratulations,Post Malone,4142267,4,2018,01,19,0.492,2016
52,goosebumps,Travis Scott,3125168,4,2018,01,19,0.442,2016
80,Go Flex,Post Malone,2304879,4,2018,01,19,0.127,2016
89,Redbone,Childish Gambino,2077538,4,2018,01,19,0.572,2016
99,White Iverson,Post Malone,1976456,4,2018,01,19,0.309,2016
110,Say You Won't Let Go,James Arthur,1847593,4,2018,01,19,0.494,2016
111,What Ifs,Kane Brown,1811979,4,2018,01,19,0.687,2016
120,That's What I Like,Bruno Mars,1758419,4,2018,01,19,0.86,2016
129,No Role Modelz,J. Cole,1670716,4,2018,01,19,0.463,2014
144,Mi Gente,J Balvin,1580818,4,2018,01,19,0.469,2020
152,One Dance,Drake,1510451,4,2018,01,19,0.37,2016
153,Closer,The Chainsmokers,1509558,4,2018,01,19,0.661,2016
160,Don't,Bryson Tiller,1501241,4,2018,01,19,0.189,2015
164,Die For You,The Weeknd,1479123,4,2018,01,19,0.51,2016
177,'Till I Collapse,Eminem,1407116,4,2018,01,19,0.1,2002
178,Starboy,The Weeknd,1405718,4,2018,01,19,0.486,2016
179,Heartache On The Dance Floor,Jon Pardi,1399255,4,2018,01,19,0.618,2016
181,X,21 Savage,1397926,4,2018,01,19,0.111,2016
182,Broccoli,Shelley FKA DRAM,1390303,4,2018,01,19,0.708,2016
190,No Option,Post Malone,1369940,4,2018,01,19,0.494,2016
191,Money Longer,Lil Uzi Vert,1369576,4,2018,01,19,0.478,2016
198,pick up the phone,Young Thug,1328365,4,2018,01,19,0.459,2016
7,I Fall Apart,Post Malone,6547244,5,2018,01,26,0.291,2016
41,Congratulations,Post Malone,4032900,5,2018,01,26,0.492,2016
79,Redbone,Childish Gambino,2550753,5,2018,01,26,0.572,2016
105,That's What I Like,Bruno Mars,2027431,5,2018,01,26,0.86,2016
116,What Ifs,Kane Brown,1943763,5,2018,01,26,0.687,2016
130,Say You Won't Let Go,James Arthur,1825617,5,2018,01,26,0.494,2016
153,No Role Modelz,J. Cole,1684035,5,2018,01,26,0.463,2014
168,One Dance,Drake,1546361,5,2018,01,26,0.37,2016
170,PRBLMS,6LACK,1532444,5,2018,01,26,0.139,2016
173,Mi Gente,J Balvin,1508737,5,2018,01,26,0.469,2020
174,Closer,The Chainsmokers,1490649,5,2018,01,26,0.661,2016
175,Don't,Bryson Tiller,1490232,5,2018,01,26,0.189,2015
179,Die For You,The Weeknd,1458519,5,2018,01,26,0.51,2016
184,Exchange,Bryson Tiller,1445329,5,2018,01,26,0.276,2015
186,Starboy,The Weeknd,1436624,5,2018,01,26,0.486,2016
191,Money Longer,Lil Uzi Vert,1412908,5,2018,01,26,0.478,2016
194,'Till I Collapse,Eminem,1396788,5,2018,01,26,0.1,2002
197,X,21 Savage,1393093,5,2018,01,26,0.111,2016
9,I Fall Apart,Post Malone,6669431,6,2018,02,02,0.291,2016
34,Congratulations,Post Malone,3800805,6,2018,02,02,0.492,2016
57,goosebumps,Travis Scott,2941731,6,2018,02,02,0.442,2016
78,Redbone,Childish Gambino,2367094,6,2018,02,02,0.572,2016
84,Go Flex,Post Malone,2195769,6,2018,02,02,0.127,2016
95,What Ifs,Kane Brown,1949667,6,2018,02,02,0.687,2016
99,White Iverson,Post Malone,1869038,6,2018,02,02,0.309,2016
108,Say You Won't Let Go,James Arthur,1795802,6,2018,02,02,0.494,2016
112,That's What I Like,Bruno Mars,1777787,6,2018,02,02,0.86,2016
130,No Role Modelz,J. Cole,1677675,6,2018,02,02,0.463,2014
141,Dreams and Nightmares,Meek Mill,1621023,6,2018,02,02,0.44,2012
160,Don't,Bryson Tiller,1476424,6,2018,02,02,0.189,2015
162,Mi Gente,J Balvin,1465761,6,2018,02,02,0.469,2020
163,PRBLMS,6LACK,1461717,6,2018,02,02,0.139,2016
165,Die For You,The Weeknd,1450830,6,2018,02,02,0.51,2016
166,One Dance,Drake,1447555,6,2018,02,02,0.37,2016
167,Closer,The Chainsmokers,1445168,6,2018,02,02,0.661,2016
174,Starboy,The Weeknd,1430001,6,2018,02,02,0.486,2016
175,Exchange,Bryson Tiller,1424888,6,2018,02,02,0.276,2015
181,Money Longer,Lil Uzi Vert,1368376,6,2018,02,02,0.478,2016
182,'Till I Collapse,Eminem,1366678,6,2018,02,02,0.1,2002
11,I Fall Apart,Post Malone,6486800,7,2018,02,09,0.291,2016
43,Congratulations,Post Malone,3588450,7,2018,02,09,0.492,2016
64,goosebumps,Travis Scott,2850923,7,2018,02,09,0.442,2016
115,White Iverson,Post Malone,1809824,7,2018,02,09,0.309,2016
122,That's What I Like,Bruno Mars,1738219,7,2018,02,09,0.86,2016
131,What Ifs,Kane Brown,1695514,7,2018,02,09,0.687,2016
132,No Role Modelz,J. Cole,1694076,7,2018,02,09,0.463,2014
152,One Dance,Drake,1570585,7,2018,02,09,0.37,2016
162,Die For You,The Weeknd,1512620,7,2018,02,09,0.51,2016
173,Don't,Bryson Tiller,1462048,7,2018,02,09,0.189,2015
176,Closer,The Chainsmokers,1432441,7,2018,02,09,0.661,2016
178,Starboy,The Weeknd,1419386,7,2018,02,09,0.486,2016
184,Exchange,Bryson Tiller,1395240,7,2018,02,09,0.276,2015
188,Mi Gente,J Balvin,1385595,7,2018,02,09,0.469,2020
189,'Till I Collapse,Eminem,1382135,7,2018,02,09,0.1,2002
193,PRBLMS,6LACK,1368734,7,2018,02,09,0.139,2016
195,Money Longer,Lil Uzi Vert,1365915,7,2018,02,09,0.478,2016
198,Dreams and Nightmares,Meek Mill,1359527,7,2018,02,09,0.44,2012
10,I Fall Apart,Post Malone,6368860,8,2018,02,16,0.291,2016
40,Congratulations,Post Malone,3579352,8,2018,02,16,0.492,2016
63,goosebumps,Travis Scott,2756139,8,2018,02,16,0.442,2016
95,Redbone,Childish Gambino,2095384,8,2018,02,16,0.572,2016
99,Go Flex,Post Malone,2039255,8,2018,02,16,0.127,2016
113,Say You Won't Let Go,James Arthur,1826457,8,2018,02,16,0.494,2016
114,White Iverson,Post Malone,1803598,8,2018,02,16,0.309,2016
124,No Role Modelz,J. Cole,1695858,8,2018,02,16,0.463,2014
129,One Dance,Drake,1675061,8,2018,02,16,0.37,2016
133,That's What I Like,Bruno Mars,1643806,8,2018,02,16,0.86,2016
148,What Ifs,Kane Brown,1549702,8,2018,02,16,0.687,2016
158,Closer,The Chainsmokers,1498301,8,2018,02,16,0.661,2016
167,Die For You,The Weeknd,1464968,8,2018,02,16,0.51,2016
169,Do I Make You Wanna,Billy Currington,1453779,8,2018,02,16,0.521,2015
179,Starboy,The Weeknd,1410867,8,2018,02,16,0.486,2016
182,Don't,Bryson Tiller,1401877,8,2018,02,16,0.189,2015
187,PRBLMS,6LACK,1372575,8,2018,02,16,0.139,2016
194,'Till I Collapse,Eminem,1349993,8,2018,02,16,0.1,2002
196,Exchange,Bryson Tiller,1343614,8,2018,02,16,0.276,2015
13,I Fall Apart,Post Malone,6910639,9,2018,02,23,0.291,2016
34,Congratulations,Post Malone,3975393,9,2018,02,23,0.492,2016
68,goosebumps,Travis Scott,2721966,9,2018,02,23,0.442,2016
77,Go Flex,Post Malone,2500707,9,2018,02,23,0.127,2016
99,Redbone,Childish Gambino,2113510,9,2018,02,23,0.572,2016
124,No Role Modelz,J. Cole,1732336,9,2018,02,23,0.463,2014
140,One Dance,Drake,1633894,9,2018,02,23,0.37,2016
148,That's What I Like,Bruno Mars,1581022,9,2018,02,23,0.86,2016
149,What Ifs,Kane Brown,1577555,9,2018,02,23,0.687,2016
150,No Option,Post Malone,1570573,9,2018,02,23,0.494,2016
168,Heartache On The Dance Floor,Jon Pardi,1477843,9,2018,02,23,0.618,2016
170,Die For You,The Weeknd,1472055,9,2018,02,23,0.51,2016
181,Starboy,The Weeknd,1411403,9,2018,02,23,0.486,2016
187,PRBLMS,6LACK,1397482,9,2018,02,23,0.139,2016
189,Exchange,Bryson Tiller,1394167,9,2018,02,23,0.276,2015
190,Don't,Bryson Tiller,1393744,9,2018,02,23,0.189,2015
199,Deja Vu,Post Malone,1330283,9,2018,02,23,0.331,2016
200,Mi Gente,J Balvin,1314514,9,2018,02,23,0.469,2020
13,I Fall Apart,Post Malone,6527937,10,2018,03,02,0.291,2016
37,Congratulations,Post Malone,3761824,10,2018,03,02,0.492,2016
67,goosebumps,Travis Scott,2649790,10,2018,03,02,0.442,2016
88,Go Flex,Post Malone,2273652,10,2018,03,02,0.127,2016
92,X,Nicky Jam,2195026,10,2018,03,02,0.694,2019
96,Redbone,Childish Gambino,2153274,10,2018,03,02,0.572,2016
111,White Iverson,Post Malone,1978095,10,2018,03,02,0.309,2016
120,Say You Won't Let Go,James Arthur,1764073,10,2018,03,02,0.494,2016
130,No Role Modelz,J. Cole,1682371,10,2018,03,02,0.463,2014
139,One Dance,Drake,1600985,10,2018,03,02,0.37,2016
143,What Ifs,Kane Brown,1567815,10,2018,03,02,0.687,2016
149,That's What I Like,Bruno Mars,1529709,10,2018,03,02,0.86,2016
174,Closer,The Chainsmokers,1421867,10,2018,03,02,0.661,2016
176,Exchange,Bryson Tiller,1412335,10,2018,03,02,0.276,2015
184,Don't,Bryson Tiller,1381394,10,2018,03,02,0.189,2015
188,Starboy,The Weeknd,1363314,10,2018,03,02,0.486,2016
190,PRBLMS,6LACK,1357323,10,2018,03,02,0.139,2016
15,I Fall Apart,Post Malone,6187465,11,2018,03,09,0.291,2016
46,Congratulations,Post Malone,3521549,11,2018,03,09,0.492,2016
77,goosebumps,Travis Scott,2540841,11,2018,03,09,0.442,2016
103,Go Flex,Post Malone,2093259,11,2018,03,09,0.127,2016
112,Redbone,Childish Gambino,2027373,11,2018,03,09,0.572,2016
113,X,Nicky Jam,2022362,11,2018,03,09,0.694,2019
129,White Iverson,Post Malone,1841679,11,2018,03,09,0.309,2016
141,Say You Won't Let Go,James Arthur,1699941,11,2018,03,09,0.494,2016
149,No Role Modelz,J. Cole,1646472,11,2018,03,09,0.463,2014
161,One Dance,Drake,1555014,11,2018,03,09,0.37,2016
162,What Ifs,Kane Brown,1545128,11,2018,03,09,0.687,2016
167,That's What I Like,Bruno Mars,1512588,11,2018,03,09,0.86,2016
177,Closer,The Chainsmokers,1415737,11,2018,03,09,0.661,2016
197,Africa,TOTO,1328102,11,2018,03,09,0.732,1982
200,Starboy,The Weeknd,1318977,11,2018,03,09,0.486,2016
20,I Fall Apart,Post Malone,5384219,12,2018,03,16,0.291,2016
46,Congratulations,Post Malone,3348139,12,2018,03,16,0.492,2016
67,X,Nicky Jam,2810756,12,2018,03,16,0.694,2019
85,goosebumps,Travis Scott,2501438,12,2018,03,16,0.442,2016
117,Go Flex,Post Malone,1969292,12,2018,03,16,0.127,2016
128,Redbone,Childish Gambino,1876127,12,2018,03,16,0.572,2016
139,White Iverson,Post Malone,1754360,12,2018,03,16,0.309,2016
153,Say You Won't Let Go,James Arthur,1652874,12,2018,03,16,0.494,2016
160,No Role Modelz,J. Cole,1592959,12,2018,03,16,0.463,2014
178,Do I Make You Wanna,Billy Currington,1453603,12,2018,03,16,0.521,2015
183,That's What I Like,Bruno Mars,1429453,12,2018,03,16,0.86,2016
198,Closer,The Chainsmokers,1378977,12,2018,03,16,0.661,2016
19,I Fall Apart,Post Malone,5127917,13,2018,03,23,0.291,2016
42,Congratulations,Post Malone,3320935,13,2018,03,23,0.492,2016
44,X,Nicky Jam,3310659,13,2018,03,23,0.694,2019
81,goosebumps,Travis Scott,2420978,13,2018,03,23,0.442,2016
112,Go Flex,Post Malone,1936630,13,2018,03,23,0.127,2016
120,Redbone,Childish Gambino,1821960,13,2018,03,23,0.572,2016
138,Say You Won't Let Go,James Arthur,1647953,13,2018,03,23,0.494,2016
147,No Role Modelz,J. Cole,1596074,13,2018,03,23,0.463,2014
154,One Dance,Drake,1549923,13,2018,03,23,0.37,2016
167,What Ifs,Kane Brown,1462629,13,2018,03,23,0.687,2016
172,That's What I Like,Bruno Mars,1434380,13,2018,03,23,0.86,2016
182,Me Niego,Reik,1399870,13,2018,03,23,0.773,2019
187,Closer,The Chainsmokers,1376989,13,2018,03,23,0.661,2016
190,Africa,TOTO,1367649,13,2018,03,23,0.732,1982
26,I Fall Apart,Post Malone,4814121,14,2018,03,30,0.291,2016
40,X,Nicky Jam,3443592,14,2018,03,30,0.694,2019
48,Congratulations,Post Malone,3122192,14,2018,03,30,0.492,2016
77,goosebumps,Travis Scott,2445801,14,2018,03,30,0.442,2016
117,Go Flex,Post Malone,1841656,14,2018,03,30,0.127,2016
122,Redbone,Childish Gambino,1806498,14,2018,03,30,0.572,2016
135,White Iverson,Post Malone,1663490,14,2018,03,30,0.309,2016
141,Starboy,The Weeknd,1633620,14,2018,03,30,0.486,2016
151,Say You Won't Let Go,James Arthur,1579038,14,2018,03,30,0.494,2016
164,What Ifs,Kane Brown,1485636,14,2018,03,30,0.687,2016
167,One Dance,Drake,1475152,14,2018,03,30,0.37,2016
183,That's What I Like,Bruno Mars,1394365,14,2018,03,30,0.86,2016
186,Die For You,The Weeknd,1372709,14,2018,03,30,0.51,2016
190,Africa,TOTO,1358389,14,2018,03,30,0.732,1982
192,Closer,The Chainsmokers,1349183,14,2018,03,30,0.661,2016
199,Don't,Bryson Tiller,1319298,14,2018,03,30,0.189,2015
33,I Fall Apart,Post Malone,4843865,15,2018,04,06,0.291,2016
54,X,Nicky Jam,3192126,15,2018,04,06,0.694,2019
61,Congratulations,Post Malone,3027166,15,2018,04,06,0.492,2016
83,goosebumps,Travis Scott,2405715,15,2018,04,06,0.442,2016
118,Go Flex,Post Malone,1872402,15,2018,04,06,0.127,2016
132,Redbone,Childish Gambino,1686459,15,2018,04,06,0.572,2016
144,One Dance,Drake,1595248,15,2018,04,06,0.37,2016
152,Say You Won't Let Go,James Arthur,1567706,15,2018,04,06,0.494,2016
154,No Role Modelz,J. Cole,1560238,15,2018,04,06,0.463,2014
175,What Ifs,Kane Brown,1421524,15,2018,04,06,0.687,2016
184,Starboy,The Weeknd,1397555,15,2018,04,06,0.486,2016
193,Mr. Brightside,The Killers,1344303,15,2018,04,06,0.232,2004
196,That's What I Like,Bruno Mars,1341045,15,2018,04,06,0.86,2016
197,Closer,The Chainsmokers,1335627,15,2018,04,06,0.661,2016
26,I Fall Apart,Post Malone,4778198,16,2018,04,13,0.291,2016
53,X,Nicky Jam,3206919,16,2018,04,13,0.694,2019
59,Congratulations,Post Malone,2951187,16,2018,04,13,0.492,2016
91,goosebumps,Travis Scott,2360329,16,2018,04,13,0.442,2016
123,Go Flex,Post Malone,1893351,16,2018,04,13,0.127,2016
137,White Iverson,Post Malone,1718819,16,2018,04,13,0.309,2016
146,No Role Modelz,J. Cole,1660855,16,2018,04,13,0.463,2014
152,One Dance,Drake,1609011,16,2018,04,13,0.37,2016
169,Say You Won't Let Go,James Arthur,1510019,16,2018,04,13,0.494,2016
172,Do I Make You Wanna,Billy Currington,1479831,16,2018,04,13,0.521,2015
176,What Ifs,Kane Brown,1468643,16,2018,04,13,0.687,2016
189,Africa,TOTO,1399615,16,2018,04,13,0.732,1982
190,Starboy,The Weeknd,1395993,16,2018,04,13,0.486,2016
24,Intro,J. Cole,6597743,17,2018,04,20,0.119,2014
38,I Fall Apart,Post Malone,4637485,17,2018,04,20,0.291,2016
54,Levels - Radio Edit,Avicii,3323964,17,2018,04,20,0.464,2011
61,X,Nicky Jam,3059052,17,2018,04,20,0.694,2019
67,Congratulations,Post Malone,2956503,17,2018,04,20,0.492,2016
79,Waiting For Love,Avicii,2736246,17,2018,04,20,0.613,2015
99,No Role Modelz,J. Cole,2480726,17,2018,04,20,0.463,2014
133,The Nights,Avicii,1973199,17,2018,04,20,0.654,2014
139,Go Flex,Post Malone,1888337,17,2018,04,20,0.127,2016
155,Redbone,Childish Gambino,1728761,17,2018,04,20,0.572,2016
156,White Iverson,Post Malone,1721218,17,2018,04,20,0.309,2016
177,Wet Dreamz,J. Cole,1616507,17,2018,04,20,0.584,2014
187,One Dance,Drake,1559525,17,2018,04,20,0.37,2016
198,Say You Won't Let Go,James Arthur,1483718,17,2018,04,20,0.494,2016
39,I Fall Apart,Post Malone,5039408,18,2018,04,27,0.291,2016
59,Congratulations,Post Malone,3203130,18,2018,04,27,0.492,2016
83,X,Nicky Jam,2665285,18,2018,04,27,0.694,2019
91,goosebumps,Travis Scott,2560720,18,2018,04,27,0.442,2016
117,Go Flex,Post Malone,2139123,18,2018,04,27,0.127,2016
131,No Role Modelz,J. Cole,1939253,18,2018,04,27,0.463,2014
133,White Iverson,Post Malone,1917851,18,2018,04,27,0.309,2016
159,Intro,J. Cole,1687103,18,2018,04,27,0.119,2014
171,Redbone,Childish Gambino,1602579,18,2018,04,27,0.572,2016
178,One Dance,Drake,1553443,18,2018,04,27,0.37,2016
183,What Ifs,Kane Brown,1525342,18,2018,04,27,0.687,2016
189,Say You Won't Let Go,James Arthur,1498500,18,2018,04,27,0.494,2016
192,No Option,Post Malone,1473914,18,2018,04,27,0.494,2016
38,I Fall Apart,Post Malone,4479314,19,2018,05,04,0.291,2016
67,Congratulations,Post Malone,2806833,19,2018,05,04,0.492,2016
77,goosebumps,Travis Scott,2562761,19,2018,05,04,0.442,2016
84,X,Nicky Jam,2493064,19,2018,05,04,0.694,2019
94,Redbone,Childish Gambino,2366599,19,2018,05,04,0.572,2016
112,Genius,Sia,2109607,19,2018,05,04,0.561,2019
129,No Role Modelz,J. Cole,1866421,19,2018,05,04,0.463,2014
134,Go Flex,Post Malone,1827604,19,2018,05,04,0.127,2016
155,White Iverson,Post Malone,1719680,19,2018,05,04,0.309,2016
172,One Dance,Drake,1585704,19,2018,05,04,0.37,2016
187,Say You Won't Let Go,James Arthur,1537271,19,2018,05,04,0.494,2016
200,Africa,TOTO,1475806,19,2018,05,04,0.732,1982
37,I Fall Apart,Post Malone,4289264,20,2018,05,11,0.291,2016
80,Redbone,Childish Gambino,2464438,20,2018,05,11,0.572,2016
84,goosebumps,Travis Scott,2439717,20,2018,05,11,0.442,2016
95,X,Nicky Jam,2298111,20,2018,05,11,0.694,2019
138,No Role Modelz,J. Cole,1785049,20,2018,05,11,0.463,2014
139,Go Flex,Post Malone,1763264,20,2018,05,11,0.127,2016
153,White Iverson,Post Malone,1687228,20,2018,05,11,0.309,2016
156,Genius,Sia,1657638,20,2018,05,11,0.561,2019
177,One Dance,Drake,1539211,20,2018,05,11,0.37,2016
182,What Ifs,Kane Brown,1509789,20,2018,05,11,0.687,2016
183,Africa,TOTO,1502523,20,2018,05,11,0.732,1982
187,Say You Won't Let Go,James Arthur,1491668,20,2018,05,11,0.494,2016
198,3005,Childish Gambino,1463381,20,2018,05,11,0.636,2013
37,I Fall Apart,Post Malone,4172726,21,2018,05,18,0.291,2016
66,Congratulations,Post Malone,2729572,21,2018,05,18,0.492,2016
79,goosebumps,Travis Scott,2377752,21,2018,05,18,0.442,2016
86,X,Nicky Jam,2278125,21,2018,05,18,0.694,2019
108,Redbone,Childish Gambino,2060544,21,2018,05,18,0.572,2016
148,No Role Modelz,J. Cole,1756399,21,2018,05,18,0.463,2014
153,Go Flex,Post Malone,1716245,21,2018,05,18,0.127,2016
159,White Iverson,Post Malone,1651737,21,2018,05,18,0.309,2016
170,The Night We Met,Lord Huron,1593813,21,2018,05,18,0.1,2015
182,What Ifs,Kane Brown,1524610,21,2018,05,18,0.687,2016
183,One Dance,Drake,1520194,21,2018,05,18,0.37,2016
184,Africa,TOTO,1516825,21,2018,05,18,0.732,1982
196,Genius,Sia,1444394,21,2018,05,18,0.561,2019
198,Say You Won't Let Go,James Arthur,1438864,21,2018,05,18,0.494,2016
34,I Fall Apart,Post Malone,4022026,22,2018,05,25,0.291,2016
73,Congratulations,Post Malone,2622504,22,2018,05,25,0.492,2016
87,X,Nicky Jam,2356754,22,2018,05,25,0.694,2019
89,goosebumps,Travis Scott,2345027,22,2018,05,25,0.442,2016
140,Redbone,Childish Gambino,1865693,22,2018,05,25,0.572,2016
151,The Night We Met,Lord Huron,1767464,22,2018,05,25,0.1,2015
160,No Role Modelz,J. Cole,1734997,22,2018,05,25,0.463,2014
172,Africa,TOTO,1647089,22,2018,05,25,0.732,1982
174,Go Flex,Post Malone,1633449,22,2018,05,25,0.127,2016
182,White Iverson,Post Malone,1600061,22,2018,05,25,0.309,2016
186,One Dance,Drake,1579629,22,2018,05,25,0.37,2016
39,I Fall Apart,Post Malone,4104481,23,2018,06,01,0.291,2016
71,Congratulations,Post Malone,2692422,23,2018,06,01,0.492,2016
74,Simple,Florida Georgia Line,2584447,23,2018,06,01,0.864,2019
93,X,Nicky Jam,2244447,23,2018,06,01,0.694,2019
132,Redbone,Childish Gambino,1844276,23,2018,06,01,0.572,2016
150,No Role Modelz,J. Cole,1734659,23,2018,06,01,0.463,2014
155,The Night We Met,Lord Huron,1705602,23,2018,06,01,0.1,2015
162,Go Flex,Post Malone,1666799,23,2018,06,01,0.127,2016
163,Africa,TOTO,1655420,23,2018,06,01,0.732,1982
165,White Iverson,Post Malone,1635446,23,2018,06,01,0.309,2016
179,What Ifs,Kane Brown,1514194,23,2018,06,01,0.687,2016
188,ocean eyes,Billie Eilish,1447749,23,2018,06,01,0.157,2016
191,One Dance,Drake,1423359,23,2018,06,01,0.37,2016
198,Say You Won't Let Go,James Arthur,1406439,23,2018,06,01,0.494,2016
38,I Fall Apart,Post Malone,4135021,24,2018,06,08,0.291,2016
73,Congratulations,Post Malone,2642822,24,2018,06,08,0.492,2016
78,Simple,Florida Georgia Line,2518290,24,2018,06,08,0.864,2019
91,goosebumps,Travis Scott,2281922,24,2018,06,08,0.442,2016
97,X,Nicky Jam,2192480,24,2018,06,08,0.694,2019
140,ocean eyes,Billie Eilish,1743367,24,2018,06,08,0.157,2016
142,Redbone,Childish Gambino,1735369,24,2018,06,08,0.572,2016
157,Africa,TOTO,1654725,24,2018,06,08,0.732,1982
158,Go Flex,Post Malone,1652359,24,2018,06,08,0.127,2016
162,White Iverson,Post Malone,1637925,24,2018,06,08,0.309,2016
164,No Role Modelz,J. Cole,1611095,24,2018,06,08,0.463,2014
172,The Night We Met,Lord Huron,1545886,24,2018,06,08,0.1,2015
179,What Ifs,Kane Brown,1493677,24,2018,06,08,0.687,2016
40,I Fall Apart,Post Malone,3795806,25,2018,06,15,0.291,2016
59,Simple,Florida Georgia Line,3003046,25,2018,06,15,0.864,2019
78,Congratulations,Post Malone,2497965,25,2018,06,15,0.492,2016
101,X,Nicky Jam,2175518,25,2018,06,15,0.694,2019
108,goosebumps,Travis Scott,2115513,25,2018,06,15,0.442,2016
128,ocean eyes,Billie Eilish,1908148,25,2018,06,15,0.157,2016
182,Africa,TOTO,1574791,25,2018,06,15,0.732,1982
183,Redbone,Childish Gambino,1570426,25,2018,06,15,0.572,2016
